HITId,HITTypeId,Title,Description,Keywords,Reward,CreationTime,MaxAssignments,RequesterAnnotation,AssignmentDurationInSeconds,AutoApprovalDelayInSeconds,Expiration,NumberOfSimilarHITs,LifetimeInSeconds,AssignmentId,WorkerId,AssignmentStatus,AcceptTime,SubmitTime,AutoApprovalTime,ApprovalTime,RejectionTime,RequesterFeedback,WorkTimeInSeconds,LifetimeApprovalRate,Last30DaysApprovalRate,Last7DaysApprovalRate,Input.C1,Input.C2,Input.C3,Input.C4,Input.C5,Input.C6,Input.C7,Input.C8,Input.C9,Input.C10,Input.C11,Input.C12,Input.C13,Input.C14,Input.C15,Input.C16,Input.C17,Input.C18,Input.C19,Input.C20,Input.C21,Input.C22,Input.C23,Input.C24,Input.C25,Answer.Q5FreeTextInput,Approve,Reject
3T8DUCXY0O7339IPEHZSGR1A3ZE9T5,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:02 PDT 2016,,,3P4RDNWND674MRDHWJW3GY9Q9P5IJO,A6P78Q5ZA6V6M,Approved,Fri Oct 21 19:30:48 PDT 2016,Fri Oct 21 19:32:10 PDT 2016,Sun Oct 23 19:32:10 PDT 2016,Sat Oct 22 12:49:45 PDT 2016,,,82,100% (5/5),100% (5/5),100% (5/5),"USR:What is the expansion of ""AMT""?",SYS: Alternative Maximum Tax,USR:When was the AMT added to the Tax Code?,SYS:1969,USR:On what IRS tax form is the AMT calculation done?,SYS:6251,Suggested answer:,"(1)What is the expansion of ""AMT""?",Answer:Alternative Minimum Tax,(2)On what IRS tax form is the AMT calculation done?,Answer:Form 6251.,(3) In what year was the AMT added to the Tax Code?,Answer:1969,,,,,,,,,,,,,101|2|2|2|1|2,,
3T8DUCXY0O7339IPEHZSGR1A3ZE9T5,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:46:02 PDT 2016,,,3ATTHHXXWBP5HBI6DNB477H5KNGXIN,A7WWIOK53MJFF,Rejected,Fri Oct 21 18:31:38 PDT 2016,Fri Oct 21 18:35:07 PDT 2016,Sun Oct 23 18:35:07 PDT 2016,,Sat Oct 22 11:46:02 PDT 2016,The format of your answer is wrong,209,0% (0/1),0% (0/1),0% (0/1),"USR:What is the expansion of ""AMT""?",SYS: Alternative Maximum Tax,USR:When was the AMT added to the Tax Code?,SYS:1969,USR:On what IRS tax form is the AMT calculation done?,SYS:6251,Suggested answer:,"(1)What is the expansion of ""AMT""?",Answer:Alternative Minimum Tax,(2)On what IRS tax form is the AMT calculation done?,Answer:Form 6251.,(3) In what year was the AMT added to the Tax Code?,Answer:1969,,,,,,,,,,,,,"101|Yes I did. However, the  present AMT was enacted in 1982, 1969 was the enactment of the 'minimum tax'.|Yes I do think it understood what was asked. |Yes I do|Possibly, in the event that I cannot use a search engine to find my answers more efficiently. |Yes.",,
3421H3BM9BI9P6MK2NLOELE15XNJ9A,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,3A1COHJ8NKWF6F6EZXHRRWZXT1VH89,A1E4TA2Z6SDOEL,Approved,Fri Oct 21 19:19:21 PDT 2016,Fri Oct 21 19:19:35 PDT 2016,Sun Oct 23 19:19:35 PDT 2016,Sat Oct 22 12:49:41 PDT 2016,,,14,100% (3/3),100% (3/3),100% (3/3),USR:Who won the 2004 Baseball World Series?,SYS:Red Sox,USR:What team was defeated in the 2004 World Series?,SYS:St. Louis Cardinals,USR:How many years transpired between world championships for the winning team?,SYS:86,USR:Who drove in the deciding runs in the first game of the 2004 World Series?,SYS:Mark,Suggested answer:,(1)Who won the 2004 Baseball World Series?,Answer:Boston Red Sox,(2) What team was defeated in the 2004 World Series?,Answer:St. Louis Cardinals,(3)How many years transpired between world championships for the winning team?,Answer:86 year,(4) Who drove in the deciding runs in the first game of the 2004 World Series?,Answer:Mark Bellhorn,,,,,,,,,1111|5|4|4|4|4,,
3421H3BM9BI9P6MK2NLOELE15XNJ9A,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,3KGTPGBS6YM9PMA9JFFP0KBK1BLU24,A3LXDRJWO7NNOB,Approved,Sat Oct 22 12:58:01 PDT 2016,Sat Oct 22 12:58:35 PDT 2016,Mon Oct 24 12:58:35 PDT 2016,Sat Oct 22 13:34:37 PDT 2016,,,34,93% (13/14),93% (13/14),93% (13/14),USR:Who won the 2004 Baseball World Series?,SYS:Red Sox,USR:What team was defeated in the 2004 World Series?,SYS:St. Louis Cardinals,USR:How many years transpired between world championships for the winning team?,SYS:86,USR:Who drove in the deciding runs in the first game of the 2004 World Series?,SYS:Mark,Suggested answer:,(1)Who won the 2004 Baseball World Series?,Answer:Boston Red Sox,(2) What team was defeated in the 2004 World Series?,Answer:St. Louis Cardinals,(3)How many years transpired between world championships for the winning team?,Answer:86 year,(4) Who drove in the deciding runs in the first game of the 2004 World Series?,Answer:Mark Bellhorn,,,,,,,,,1111|5|5|5|5|5,,
3421H3BM9BI9P6MK2NLOELE15XNJ9A,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,3HFNH7HEMIF7CNBZ1LG9SN8W872QGS,AD3ZSVTCXP0Y5,Rejected,Fri Oct 21 18:43:10 PDT 2016,Fri Oct 21 18:43:46 PDT 2016,Sun Oct 23 18:43:46 PDT 2016,,Sat Oct 22 11:45:55 PDT 2016,The format of your answer is wrong,36,0% (0/18),0% (0/18),0% (0/18),USR:Who won the 2004 Baseball World Series?,SYS:Red Sox,USR:What team was defeated in the 2004 World Series?,SYS:St. Louis Cardinals,USR:How many years transpired between world championships for the winning team?,SYS:86,USR:Who drove in the deciding runs in the first game of the 2004 World Series?,SYS:Mark,Suggested answer:,(1)Who won the 2004 Baseball World Series?,Answer:Boston Red Sox,(2) What team was defeated in the 2004 World Series?,Answer:St. Louis Cardinals,(3)How many years transpired between world championships for the winning team?,Answer:86 year,(4) Who drove in the deciding runs in the first game of the 2004 World Series?,Answer:Mark Bellhorn,,,,,,,,,1110|no|yes|yes|yes|yes,,
3421H3BM9BI9P6MK2NLOELE15XNJ9A,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,31QTRG6Q2UEMY2VKVENQZIPQ879YPA,A6P78Q5ZA6V6M,Approved,Fri Oct 21 19:33:48 PDT 2016,Fri Oct 21 19:34:39 PDT 2016,Sun Oct 23 19:34:39 PDT 2016,Sat Oct 22 12:49:41 PDT 2016,,,51,100% (5/5),100% (5/5),100% (5/5),USR:Who won the 2004 Baseball World Series?,SYS:Red Sox,USR:What team was defeated in the 2004 World Series?,SYS:St. Louis Cardinals,USR:How many years transpired between world championships for the winning team?,SYS:86,USR:Who drove in the deciding runs in the first game of the 2004 World Series?,SYS:Mark,Suggested answer:,(1)Who won the 2004 Baseball World Series?,Answer:Boston Red Sox,(2) What team was defeated in the 2004 World Series?,Answer:St. Louis Cardinals,(3)How many years transpired between world championships for the winning team?,Answer:86 year,(4) Who drove in the deciding runs in the first game of the 2004 World Series?,Answer:Mark Bellhorn,,,,,,,,,0100|1|2|2|1|2,,
3421H3BM9BI9P6MK2NLOELE15XNJ9A,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,3UNH76FOCT6GDZY73YVYIEVV32RYM7,AF1MN25P3XFLG,Approved,Fri Oct 21 17:07:37 PDT 2016,Fri Oct 21 17:08:31 PDT 2016,Sun Oct 23 17:08:31 PDT 2016,Sat Oct 22 12:49:42 PDT 2016,,,54,84% (16/19),84% (16/19),84% (16/19),USR:Who won the 2004 Baseball World Series?,SYS:Red Sox,USR:What team was defeated in the 2004 World Series?,SYS:St. Louis Cardinals,USR:How many years transpired between world championships for the winning team?,SYS:86,USR:Who drove in the deciding runs in the first game of the 2004 World Series?,SYS:Mark,Suggested answer:,(1)Who won the 2004 Baseball World Series?,Answer:Boston Red Sox,(2) What team was defeated in the 2004 World Series?,Answer:St. Louis Cardinals,(3)How many years transpired between world championships for the winning team?,Answer:86 year,(4) Who drove in the deciding runs in the first game of the 2004 World Series?,Answer:Mark Bellhorn,,,,,,,,,1111|5|5|4|5|5,,
3421H3BM9BI9P6MK2NLOELE15XNJ9A,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,3LKC68YZ3B40OXOJ1DSNPLZKNWLOWW,A1MZ9HW20WMEG6,Approved,Sat Oct 22 12:08:29 PDT 2016,Sat Oct 22 12:09:26 PDT 2016,Mon Oct 24 12:09:26 PDT 2016,Sat Oct 22 12:49:42 PDT 2016,,,57,100% (18/18),100% (18/18),100% (18/18),USR:Who won the 2004 Baseball World Series?,SYS:Red Sox,USR:What team was defeated in the 2004 World Series?,SYS:St. Louis Cardinals,USR:How many years transpired between world championships for the winning team?,SYS:86,USR:Who drove in the deciding runs in the first game of the 2004 World Series?,SYS:Mark,Suggested answer:,(1)Who won the 2004 Baseball World Series?,Answer:Boston Red Sox,(2) What team was defeated in the 2004 World Series?,Answer:St. Louis Cardinals,(3)How many years transpired between world championships for the winning team?,Answer:86 year,(4) Who drove in the deciding runs in the first game of the 2004 World Series?,Answer:Mark Bellhorn,,,,,,,,,1110|4|5|4|5|5,,
3421H3BM9BI9P6MK2NLOELE15XNJ9A,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,7,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:56 PDT 2016,,,3R3YRB5GRG4YUP5DWU8462UIDX0UAU,A3FW9NWR6TJ4M9,Rejected,Fri Oct 21 20:15:27 PDT 2016,Fri Oct 21 20:25:57 PDT 2016,Sun Oct 23 20:25:57 PDT 2016,,Sat Oct 22 11:45:56 PDT 2016,The format of your answer is wrong,630,0% (0/17),0% (0/17),0% (0/17),USR:Who won the 2004 Baseball World Series?,SYS:Red Sox,USR:What team was defeated in the 2004 World Series?,SYS:St. Louis Cardinals,USR:How many years transpired between world championships for the winning team?,SYS:86,USR:Who drove in the deciding runs in the first game of the 2004 World Series?,SYS:Mark,Suggested answer:,(1)Who won the 2004 Baseball World Series?,Answer:Boston Red Sox,(2) What team was defeated in the 2004 World Series?,Answer:St. Louis Cardinals,(3)How many years transpired between world championships for the winning team?,Answer:86 year,(4) Who drove in the deciding runs in the first game of the 2004 World Series?,Answer:Mark Bellhorn,,,,,,,,,1|5|5|5|5|5,,
3QGTX7BCHQ3GOYPCHJBTQZXP2ZGZ5J,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:20 PDT 2016,,,3U4J9857OFC1FOY9P0FPRL04N4U7B6,A1UYVA1O1G2UJP,Rejected,Fri Oct 21 21:50:28 PDT 2016,Fri Oct 21 21:50:58 PDT 2016,Sun Oct 23 21:50:58 PDT 2016,,Sat Oct 22 11:46:01 PDT 2016,The format of your answer is wrong,30,0% (0/2),0% (0/2),0% (0/2),"USR:Who is the author of ""Harry Potter and the Goblet of Fire""?",SYS:j . k . Rowling,"USR:What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?""",SYS: fourth,"USR :Into how many languages has ""Harry Potter and the Goblet of Fire"" been translated?",SYS: about 70,"USR:What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?","SYS:Unfortunately, I don't have that information.",Suggested answer:,"(1)Who is the author of ""Harry Potter and the Goblet of Fire""?",Answer:J.K.Rowling,"(2)What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?",Answer:4,(3)Into how many languages have the series been translated?,"Answer:In April 2011, the books have been translated into at least  68 other languages","(4)What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?",Answer:Triwizard Tournament,,,,,,,,,1|3|5|4|5|4,,
3QGTX7BCHQ3GOYPCHJBTQZXP2ZGZ5J,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:20 PDT 2016,,,3YT88D1N09ZK781GT1PSD77E5W2K3J,A3LXDRJWO7NNOB,Approved,Fri Oct 21 17:15:20 PDT 2016,Fri Oct 21 17:16:04 PDT 2016,Sun Oct 23 17:16:04 PDT 2016,Sat Oct 22 12:49:45 PDT 2016,,,44,93% (13/14),93% (13/14),93% (13/14),"USR:Who is the author of ""Harry Potter and the Goblet of Fire""?",SYS:j . k . Rowling,"USR:What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?""",SYS: fourth,"USR :Into how many languages has ""Harry Potter and the Goblet of Fire"" been translated?",SYS: about 70,"USR:What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?","SYS:Unfortunately, I don't have that information.",Suggested answer:,"(1)Who is the author of ""Harry Potter and the Goblet of Fire""?",Answer:J.K.Rowling,"(2)What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?",Answer:4,(3)Into how many languages have the series been translated?,"Answer:In April 2011, the books have been translated into at least  68 other languages","(4)What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?",Answer:Triwizard Tournament,,,,,,,,,1110|4|4|4|5|4,,
3QGTX7BCHQ3GOYPCHJBTQZXP2ZGZ5J,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:20 PDT 2016,,,3YW4XOSQKRM201SD0BFBV11F93TU15,AD3ZSVTCXP0Y5,Rejected,Fri Oct 21 19:53:25 PDT 2016,Fri Oct 21 19:54:10 PDT 2016,Sun Oct 23 19:54:10 PDT 2016,,Sat Oct 22 11:46:01 PDT 2016,The format of your answer is wrong,45,0% (0/18),0% (0/18),0% (0/18),"USR:Who is the author of ""Harry Potter and the Goblet of Fire""?",SYS:j . k . Rowling,"USR:What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?""",SYS: fourth,"USR :Into how many languages has ""Harry Potter and the Goblet of Fire"" been translated?",SYS: about 70,"USR:What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?","SYS:Unfortunately, I don't have that information.",Suggested answer:,"(1)Who is the author of ""Harry Potter and the Goblet of Fire""?",Answer:J.K.Rowling,"(2)What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?",Answer:4,(3)Into how many languages have the series been translated?,"Answer:In April 2011, the books have been translated into at least  68 other languages","(4)What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?",Answer:Triwizard Tournament,,,,,,,,,1110|no|yes|yes|yes|yes,,
3QGTX7BCHQ3GOYPCHJBTQZXP2ZGZ5J,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:20 PDT 2016,,,37Q970SNZF9MLO09B6KBG0JRO8GS1Z,A1MZ9HW20WMEG6,Approved,Sat Oct 22 12:16:56 PDT 2016,Sat Oct 22 12:17:55 PDT 2016,Mon Oct 24 12:17:55 PDT 2016,Sat Oct 22 12:49:44 PDT 2016,,,59,100% (18/18),100% (18/18),100% (18/18),"USR:Who is the author of ""Harry Potter and the Goblet of Fire""?",SYS:j . k . Rowling,"USR:What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?""",SYS: fourth,"USR :Into how many languages has ""Harry Potter and the Goblet of Fire"" been translated?",SYS: about 70,"USR:What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?","SYS:Unfortunately, I don't have that information.",Suggested answer:,"(1)Who is the author of ""Harry Potter and the Goblet of Fire""?",Answer:J.K.Rowling,"(2)What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?",Answer:4,(3)Into how many languages have the series been translated?,"Answer:In April 2011, the books have been translated into at least  68 other languages","(4)What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?",Answer:Triwizard Tournament,,,,,,,,,1110|4|5|4|5|5,,
3QGTX7BCHQ3GOYPCHJBTQZXP2ZGZ5J,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:20 PDT 2016,,,34Z02EIMITENTZS64NL1C0W3L050TC,A1RV5A8RH1T47O,Approved,Sat Oct 22 14:14:11 PDT 2016,Sat Oct 22 14:15:36 PDT 2016,Mon Oct 24 14:15:36 PDT 2016,Sat Oct 22 15:48:24 PDT 2016,,,85,100% (10/10),100% (10/10),100% (10/10),"USR:Who is the author of ""Harry Potter and the Goblet of Fire""?",SYS:j . k . Rowling,"USR:What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?""",SYS: fourth,"USR :Into how many languages has ""Harry Potter and the Goblet of Fire"" been translated?",SYS: about 70,"USR:What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?","SYS:Unfortunately, I don't have that information.",Suggested answer:,"(1)Who is the author of ""Harry Potter and the Goblet of Fire""?",Answer:J.K.Rowling,"(2)What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?",Answer:4,(3)Into how many languages have the series been translated?,"Answer:In April 2011, the books have been translated into at least  68 other languages","(4)What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?",Answer:Triwizard Tournament,,,,,,,,,1110|4|4|4|4|4,,
3QGTX7BCHQ3GOYPCHJBTQZXP2ZGZ5J,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:20 PDT 2016,,,3LOZAJ85YEE16Q44OKQCKRAOVRGX29,AF1MN25P3XFLG,Approved,Fri Oct 21 17:13:40 PDT 2016,Fri Oct 21 17:15:13 PDT 2016,Sun Oct 23 17:15:13 PDT 2016,Sat Oct 22 12:49:45 PDT 2016,,,93,84% (16/19),84% (16/19),84% (16/19),"USR:Who is the author of ""Harry Potter and the Goblet of Fire""?",SYS:j . k . Rowling,"USR:What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?""",SYS: fourth,"USR :Into how many languages has ""Harry Potter and the Goblet of Fire"" been translated?",SYS: about 70,"USR:What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?","SYS:Unfortunately, I don't have that information.",Suggested answer:,"(1)Who is the author of ""Harry Potter and the Goblet of Fire""?",Answer:J.K.Rowling,"(2)What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?",Answer:4,(3)Into how many languages have the series been translated?,"Answer:In April 2011, the books have been translated into at least  68 other languages","(4)What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?",Answer:Triwizard Tournament,,,,,,,,,1110|3|5|5|5|5,,
3QGTX7BCHQ3GOYPCHJBTQZXP2ZGZ5J,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:20 PDT 2016,,,3AZHRG4CU5LIUIUCP8FAUNS5RY3303,A3FW9NWR6TJ4M9,Rejected,Fri Oct 21 19:44:49 PDT 2016,Fri Oct 21 19:47:39 PDT 2016,Sun Oct 23 19:47:39 PDT 2016,,Sat Oct 22 11:46:01 PDT 2016,The format of your answer is wrong,170,0% (0/17),0% (0/17),0% (0/17),"USR:Who is the author of ""Harry Potter and the Goblet of Fire""?",SYS:j . k . Rowling,"USR:What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?""",SYS: fourth,"USR :Into how many languages has ""Harry Potter and the Goblet of Fire"" been translated?",SYS: about 70,"USR:What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?","SYS:Unfortunately, I don't have that information.",Suggested answer:,"(1)Who is the author of ""Harry Potter and the Goblet of Fire""?",Answer:J.K.Rowling,"(2)What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?",Answer:4,(3)Into how many languages have the series been translated?,"Answer:In April 2011, the books have been translated into at least  68 other languages","(4)What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?",Answer:Triwizard Tournament,,,,,,,,,1|5|5|5|5|5,,
3QGTX7BCHQ3GOYPCHJBTQZXP2ZGZ5J,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:20 PDT 2016,,,3WMINLGALC428VODA3N4CW8C6Z2ACD,A1HH2SGQ6GW5B9,Rejected,Sat Oct 22 12:29:57 PDT 2016,Sat Oct 22 12:33:27 PDT 2016,Mon Oct 24 12:33:27 PDT 2016,,Sat Oct 22 12:48:19 PDT 2016,Your answer format isn't correct,210,0% (0/1),0% (0/1),0% (0/1),"USR:Who is the author of ""Harry Potter and the Goblet of Fire""?",SYS:j . k . Rowling,"USR:What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?""",SYS: fourth,"USR :Into how many languages has ""Harry Potter and the Goblet of Fire"" been translated?",SYS: about 70,"USR:What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?","SYS:Unfortunately, I don't have that information.",Suggested answer:,"(1)Who is the author of ""Harry Potter and the Goblet of Fire""?",Answer:J.K.Rowling,"(2)What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?",Answer:4,(3)Into how many languages have the series been translated?,"Answer:In April 2011, the books have been translated into at least  68 other languages","(4)What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?",Answer:Triwizard Tournament,,,,,,,,,11101111|Yes. 4|I believe it understood most of it. 4|No because it can't understand some stuff. 4|Yes. 4|Yes. 4,,
3QGTX7BCHQ3GOYPCHJBTQZXP2ZGZ5J,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:12 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 12:48:20 PDT 2016,,,3VHP9MDGROLX4M5LLJ9WQXJ33G1CFG,A30TAZ03UO7ERS,Approved,Sat Oct 22 15:30:36 PDT 2016,Sat Oct 22 15:40:43 PDT 2016,Mon Oct 24 15:40:43 PDT 2016,Sat Oct 22 15:48:24 PDT 2016,,,607,100% (4/4),100% (4/4),100% (4/4),"USR:Who is the author of ""Harry Potter and the Goblet of Fire""?",SYS:j . k . Rowling,"USR:What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?""",SYS: fourth,"USR :Into how many languages has ""Harry Potter and the Goblet of Fire"" been translated?",SYS: about 70,"USR:What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?","SYS:Unfortunately, I don't have that information.",Suggested answer:,"(1)Who is the author of ""Harry Potter and the Goblet of Fire""?",Answer:J.K.Rowling,"(2)What is the number for ""Harry Potter and the Goblet of Fire"" in the series of Harry Potter books?",Answer:4,(3)Into how many languages have the series been translated?,"Answer:In April 2011, the books have been translated into at least  68 other languages","(4)What is the name of the Wizarding Game in ""Harry Potter and the Goblet of Fire""?",Answer:Triwizard Tournament,,,,,,,,,1111|3|5|4|4|4,,
3DA79LNS5AWHO7T9X8YIPEYO3743TI,31L8DLROGEKZHA4M1DUZDR3IXRV0AT,Research survey,Evaluate if the returned answer in the conversation is correct or wrong and finish a simple questionnaire,"survey, binary evaluation, conversation",$0.15 ,Fri Oct 21 16:53:13 PDT 2016,9,BatchId:2565336;,1200,172800,Sat Oct 29 11:45:59 PDT 2016,,,3TUI152ZZCOA88LWJ2V6L04Q6IK1Q4,AD3ZSVTCXP0Y5,Rejected,Fri Oct 21 18:49:54 PDT 2016,Fri Oct 21 18:50:30 PDT 2016,Sun Oct 23 18:50:30 PDT 2016,,Sat Oct 22 11:45:59 PDT 2016,The format of your answer is wrong,36,0% (0/18),0% (0/18),0% (0/18),USR:Who invented the Rubik's Cube?,SYS: Erno,USR:Who founded the International Rubik's Cube Competition in the United States?,"SYS:Tyson Mao,Pinkaman White etc.",USR:What was the world record time set in the 2006 competition?,SYS:11.13 seconds,USR:What was the previous world record time?,SYS:11.13 seconds,"USR:Who is considered to be the ""fastest Rubik's Cube solver on the planet""?",SYS:Shotaro Makisumi,Suggested answer:,(1)Who invented the Rubik's Cube?,Answer:erno rubik,(2)Who founded the International Rubik's Cube Competition in the United States?,Answer:Tyson Mao,(3)What was the world record time set in the 2006 competition?,Answer:11.13 seconds,(4)What was the previous world record time?,Answer:11.75 seconds,"(5)Who is considered to be the ""fastest Rubik's Cube solver on the planet""?","Answer:Shotaro  "" Macky ""  Makisumi was widely considered to be the ""fastest Rubik's Cube solver on the planet"" in 2006",,,,,11101|no|yes|yes|yes|yes,,
